"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Central America +","11","Stocks","2007","Head","7798565.00000","A "
"Central Asia +","11","Stocks","2007","Head","43923576.00000","A "
"Chad","11","Stocks","2007","Head","2981800.00000","F "
"Chile","11","Stocks","2007","Head","3938059.00000",""
"China","11","Stocks","2007","Head","146018203.00000",""
"China, mainland","11","Stocks","2007","Head","146018000.00000",""
"Colombia","11","Stocks","2007","Head","3400000.00000","F "
"Comoros","11","Stocks","2007","Head","22000.00000","F "
"Congo","11","Stocks","2007","Head","99000.00000","F "
"Congo, Democratic Republic of","11","Stocks","2007","Head","901370.00000",""
"Costa Rica","11","Stocks","2007","Head","2700.00000","F "
"Côte d'Ivoire","11","Stocks","2007","Head","1162000.00000",""
"Croatia","11","Stocks","2007","Head","679839.00000",""
"Cuba","11","Stocks","2007","Head","2653100.00000",""
"Cyprus","11","Stocks","2007","Head","259400.00000",""
"Czech Republic","11","Stocks","2007","Head","168910.00000",""
"Denmark","11","Stocks","2007","Head","156503.00000",""
"Djibouti","11","Stocks","2007","Head","466000.00000","F "
"Dominica","11","Stocks","2007","Head","7600.00000","F "
"Dominican Republic","11","Stocks","2007","Head","123000.00000","F "
"Eastern Africa +","11","Stocks","2007","Head","59158819.00000","A "
"Eastern Asia +","11","Stocks","2007","Head","161013103.00000","A "
"Eastern Europe +","11","Stocks","2007","Head","30764900.00000","A "
"Ecuador","11","Stocks","2007","Head","846435.00000",""
"Egypt","11","Stocks","2007","Head","5525.00000",""
"El Salvador","11","Stocks","2007","Head","5100.00000","F "
"Equatorial Guinea","11","Stocks","2007","Head","37600.00000","F "
"Eritrea","11","Stocks","2007","Head","2120000.00000","F "
"Estonia","11","Stocks","2007","Head","62700.00000",""
"Ethiopia","11","Stocks","2007","Head","26117272.00000",""
"Europe +","11","Stocks","2007","Head","136474978.00000","A "
"European Union +","11","Stocks","2007","Head","107938663.00000","A "
"Falkland Islands","11","Stocks","2007","Head","700000.00000","F "
"Faroe Islands","11","Stocks","2007","Head","68000.00000","F "
"Fiji","11","Stocks","2007","Head","6000.00000","F "
"Finland","11","Stocks","2007","Head","119252.00000",""
"France","11","Stocks","2007","Head","8499000.00000",""
"French Guiana","11","Stocks","2007","Head","2600.00000","F "
"French Polynesia","11","Stocks","2007","Head","440.00000","F "
"Gabon","11","Stocks","2007","Head","196000.00000","F "
"Gambia","11","Stocks","2007","Head","150000.00000","F "
"Georgia","11","Stocks","2007","Head","696800.00000",""
"Germany","11","Stocks","2007","Head","2537791.00000",""
"Ghana","11","Stocks","2007","Head","3420000.00000","F "
"Greece","11","Stocks","2007","Head","8830203.00000",""
"Greenland","11","Stocks","2007","Head","19500.00000","F "
"Grenada","11","Stocks","2007","Head","13200.00000","F "
"Guadeloupe","11","Stocks","2007","Head","2500.00000","F "
"Guatemala","11","Stocks","2007","Head","265000.00000","F "
"Guinea","11","Stocks","2007","Head","1330061.00000",""
"Guinea-Bissau","11","Stocks","2007","Head","358160.00000",""
"Guyana","11","Stocks","2007","Head","130000.00000","F "
"Haiti","11","Stocks","2007","Head","153000.00000","F "
"Honduras","11","Stocks","2007","Head","15000.00000","F "
"Hungary","11","Stocks","2007","Head","1298000.00000",""
"Iceland","11","Stocks","2007","Head","454812.00000",""
"India","11","Stocks","2007","Head","64269000.00000","F "
"Indonesia","11","Stocks","2007","Head","9859667.00000",""
"Iran, Islamic Republic of","11","Stocks","2007","Head","53800000.00000",""
"Iraq","11","Stocks","2007","Head","6200000.00000","F "
"Ireland","11","Stocks","2007","Head","5521600.00000",""
"Israel","11","Stocks","2007","Head","433000.00000",""
"Italy","11","Stocks","2007","Head","8227000.00000",""
"Jamaica","11","Stocks","2007","Head","1280.00000","F "
"Japan","11","Stocks","2007","Head","10000.00000","F "
"Jordan","11","Stocks","2007","Head","2496230.00000",""
"Kazakhstan","11","Stocks","2007","Head","12813700.00000",""
"Kenya","11","Stocks","2007","Head","9428700.00000",""
"Korea, Democratic People's Republic of","11","Stocks","2007","Head","168000.00000","F "
"Korea, Republic of","11","Stocks","2007","Head","1800.00000",""
"Kuwait","11","Stocks","2007","Head","900000.00000","F "
"Kyrgyzstan","11","Stocks","2007","Head","3197076.00000",""
"LandLocked developing countries +","11","Stocks","2007","Head","147015796.00000","A "
"Latvia","11","Stocks","2007","Head","41300.00000",""
"Least Developed Countries +","11","Stocks","2007","Head","170475773.00000","A "
"Lebanon","11","Stocks","2007","Head","340000.00000","F "
"Lesotho","11","Stocks","2007","Head","1025000.00000","F "
"Liberia","11","Stocks","2007","Head","230340.00000","F "
"Libyan Arab Jamahiriya","11","Stocks","2007","Head","4500000.00000","F "
"Liechtenstein","11","Stocks","2007","Head","3000.00000","F "
"Lithuania","11","Stocks","2007","Head","36600.00000",""
"Low Income Food Deficit Countries +","11","Stocks","2007","Head","573044035.00000","A "
"Luxembourg","11","Stocks","2007","Head","9339.00000",""
"Madagascar","11","Stocks","2007","Head","715000.00000","F "
"Malawi","11","Stocks","2007","Head","185609.00000",""
"Malaysia","11","Stocks","2007","Head","120000.00000","F "
"Mali","11","Stocks","2007","Head","8870700.00000",""
"Malta","11","Stocks","2007","Head","12172.00000",""
"Martinique","11","Stocks","2007","Head","15000.00000","F "
"Mauritania","11","Stocks","2007","Head","8850000.00000",""
"Mauritius","11","Stocks","2007","Head","12000.00000","F "
"Melanesia +","11","Stocks","2007","Head","15300.00000","A "
"Mexico","11","Stocks","2007","Head","7500000.00000","F "
"Middle Africa +","11","Stocks","2007","Head","8618770.00000","A "
"Moldova","11","Stocks","2007","Head","835077.00000",""
"Mongolia","11","Stocks","2007","Head","14815100.00000",""
"Montenegro","11","Stocks","2007","Head","249281.00000",""
"Montserrat","11","Stocks","2007","Head","4800.00000","F "
"Morocco","11","Stocks","2007","Head","16894000.00000",""
"Mozambique","11","Stocks","2007","Head","218882.00000",""
"Myanmar","11","Stocks","2007","Head","497085.00000",""
"Namibia","11","Stocks","2007","Head","2700000.00000","F "
"Nepal","11","Stocks","2007","Head","813621.00000",""
"Net Food Importing Developing Countries +","11","Stocks","2007","Head","270898604.00000","A "
"Netherlands","11","Stocks","2007","Head","1388400.00000","F "
"Netherlands Antilles","11","Stocks","2007","Head","9100.00000","F "
"New Caledonia","11","Stocks","2007","Head","2300.00000","F "
"New Zealand","11","Stocks","2007","Head","38460477.00000",""
"Nicaragua","11","Stocks","2007","Head","4500.00000","F "
"Niger","11","Stocks","2007","Head","9846717.00000",""
"Nigeria","11","Stocks","2007","Head","33080400.00000",""
"Northern Africa +","11","Stocks","2007","Head","99846699.00000","A "
"Northern America +","11","Stocks","2007","Head","7063838.00000","A "
"Northern Europe +","11","Stocks","2007","Head","43182822.00000","A "
"Norway","11","Stocks","2007","Head","2267134.00000",""
"Occupied Palestinian Territory","11","Stocks","2007","Head","744764.00000",""
"Oceania +","11","Stocks","2007","Head","124187400.00000","A "
"Oman","11","Stocks","2007","Head","366190.00000",""
"Pakistan","11","Stocks","2007","Head","26794000.00000",""
"Papua New Guinea","11","Stocks","2007","Head","7000.00000","F "
"Paraguay","11","Stocks","2007","Head","500000.00000","F "
"Peru","11","Stocks","2007","Head","14580200.00000",""
"Philippines","11","Stocks","2007","Head","30000.00000","F "
"Poland","11","Stocks","2007","Head","331900.00000",""
"Polynesia +","11","Stocks","2007","Head","440.00000","A "
"Portugal","11","Stocks","2007","Head","3549000.00000",""
"Puerto Rico","11","Stocks","2007","Head","6200.00000","F "
"Qatar","11","Stocks","2007","Head","120000.00000","F "
"Réunion","11","Stocks","2007","Head","1000.00000","F "
"Romania","11","Stocks","2007","Head","7678000.00000",""
"Russian Federation","11","Stocks","2007","Head","17508132.00000",""
"Rwanda","11","Stocks","2007","Head","470000.00000","F "
"Saint Helena","11","Stocks","2007","Head","800.00000","F "
"Saint Kitts and Nevis","11","Stocks","2007","Head","6000.00000",""
"Saint Lucia","11","Stocks","2007","Head","7736.00000",""
"Saint Pierre and Miquelon","11","Stocks","2007","Head","238.00000",""
"Saint Vincent and Grenadines","11","Stocks","2007","Head","12000.00000","F "
"Sao Tome and Principe","11","Stocks","2007","Head","3000.00000","F "
"Saudi Arabia","11","Stocks","2007","Head","7000000.00000","F "
"Senegal","11","Stocks","2007","Head","5131300.00000","F "
"Serbia","11","Stocks","2007","Head","1606156.00000",""
"Sierra Leone","11","Stocks","2007","Head","470000.00000","F "
"Slovakia","11","Stocks","2007","Head","332571.00000",""
"Slovenia","11","Stocks","2007","Head","131528.00000",""
"Small Island Developing States +","11","Stocks","2007","Head","3683227.00000","A "
"Somalia","11","Stocks","2007","Head","13100000.00000","F "
"South Africa","11","Stocks","2007","Head","25082100.00000",""
"South America +","11","Stocks","2007","Head","72829949.00000","A "
"South-Eastern Asia +","11","Stocks","2007","Head","10586752.00000","A "
"Southern Africa +","11","Stocks","2007","Head","29135100.00000","A "
"Southern Asia +","11","Stocks","2007","Head","155376101.00000","A "
"Southern Europe +","11","Stocks","2007","Head","49183235.00000","A "
"Spain","11","Stocks","2007","Head","22194257.00000",""
"Sri Lanka","11","Stocks","2007","Head","16480.00000",""
"Sudan","11","Stocks","2007","Head","50944000.00000",""
"Suriname","11","Stocks","2007","Head","7700.00000","F "
"Swaziland","11","Stocks","2007","Head","28000.00000","F "
"Sweden","11","Stocks","2007","Head","508921.00000",""
"Switzerland","11","Stocks","2007","Head","443584.00000",""
"Syrian Arab Republic","11","Stocks","2007","Head","22865400.00000",""
"Tajikistan","11","Stocks","2007","Head","1962800.00000",""
"Tanzania, United Republic of","11","Stocks","2007","Head","3550000.00000","F "
"Thailand","11","Stocks","2007","Head","52000.00000","F "
"The former Yugoslav Republic of Macedonia","11","Stocks","2007","Head","817536.00000",""
"Timor-Leste","11","Stocks","2007","Head","25000.00000","F "
"Togo","11","Stocks","2007","Head","1950100.00000","F "
"Trinidad and Tobago","11","Stocks","2007","Head","3500.00000","F "
"Tunisia","11","Stocks","2007","Head","7618350.00000",""
"Turkey","11","Stocks","2007","Head","25462293.00000",""
"Turkmenistan","11","Stocks","2007","Head","15500000.00000",""
"Uganda","11","Stocks","2007","Head","1697440.00000",""
"Ukraine","11","Stocks","2007","Head","924700.00000",""
"United Arab Emirates","11","Stocks","2007","Head","615000.00000","F "
"United Kingdom","11","Stocks","2007","Head","33946000.00000",""
"United States of America","11","Stocks","2007","Head","6165000.00000",""
"Uruguay","11","Stocks","2007","Head","10323000.00000",""
"US Virgin Islands","11","Stocks","2007","Head","3250.00000","F "
"Uzbekistan","11","Stocks","2007","Head","10450000.00000",""
"Venezuela, Bolivarian Republic of","11","Stocks","2007","Head","563830.00000",""
"Western Africa +","11","Stocks","2007","Head","82962174.00000","A "
"Western Asia +","11","Stocks","2007","Head","84840638.00000","A "
"Western Europe +","11","Stocks","2007","Head","13344021.00000","A "
"Western Sahara","11","Stocks","2007","Head","34000.00000","F "
"World +","11","Stocks","2007","Head","1086881528.00000","A "
"Yemen","11","Stocks","2007","Head","8420000.00000","F "
"Zambia","11","Stocks","2007","Head","152000.00000","F "
"Zimbabwe","11","Stocks","2007","Head","610000.00000","F "

"fnSeqID","Footnote"
"* ","Unofficial figure"
"A ","May include official, semi-official or estimated data"
"F ","FAO Estimate"
"NR","Not reported by country"
