"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Jordan","11","Stocks","2007","Head","69100.00000","F "
"Kazakhstan","11","Stocks","2007","Head","5660400.00000",""
"Kenya","11","Stocks","2007","Head","12900300.00000",""
"Korea, Democratic People's Republic of","11","Stocks","2007","Head","576000.00000","F "
"Korea, Republic of","11","Stocks","2007","Head","2653976.00000",""
"Kuwait","11","Stocks","2007","Head","28000.00000","F "
"Kyrgyzstan","11","Stocks","2007","Head","1116733.00000",""
"LandLocked developing countries +","11","Stocks","2007","Head","152995584.00000","A "
"Lao People's Democratic Republic","11","Stocks","2007","Head","1337000.00000","F "
"Latvia","11","Stocks","2007","Head","377100.00000",""
"Least Developed Countries +","11","Stocks","2007","Head","244400910.00000","A "
"Lebanon","11","Stocks","2007","Head","77000.00000","F "
"Lesotho","11","Stocks","2007","Head","695000.00000","F "
"Liberia","11","Stocks","2007","Head","38000.00000","F "
"Libyan Arab Jamahiriya","11","Stocks","2007","Head","130000.00000","F "
"Liechtenstein","11","Stocks","2007","Head","6000.00000","F "
"Lithuania","11","Stocks","2007","Head","838800.00000",""
"Low Income Food Deficit Countries +","11","Stocks","2007","Head","619920657.00000","A "
"Luxembourg","11","Stocks","2007","Head","191928.00000",""
"Madagascar","11","Stocks","2007","Head","9600000.00000","F "
"Malawi","11","Stocks","2007","Head","870622.00000",""
"Malaysia","11","Stocks","2007","Head","785000.00000",""
"Mali","11","Stocks","2007","Head","7843400.00000",""
"Malta","11","Stocks","2007","Head","19233.00000",""
"Martinique","11","Stocks","2007","Head","25000.00000","F "
"Mauritania","11","Stocks","2007","Head","1692000.00000","F "
"Mauritius","11","Stocks","2007","Head","28500.00000","F "
"Melanesia +","11","Stocks","2007","Head","693600.00000","A "
"Mexico","11","Stocks","2007","Head","31950200.00000","F "
"Micronesia +","11","Stocks","2007","Head","14140.00000","A "
"Micronesia, Federated States of","11","Stocks","2007","Head","14000.00000","F "
"Middle Africa +","11","Stocks","2007","Head","21273210.00000","A "
"Moldova","11","Stocks","2007","Head","299105.00000",""
"Mongolia","11","Stocks","2007","Head","2167900.00000",""
"Montenegro","11","Stocks","2007","Head","114922.00000",""
"Montserrat","11","Stocks","2007","Head","9800.00000","F "
"Morocco","11","Stocks","2007","Head","2781100.00000",""
"Mozambique","11","Stocks","2007","Head","1425880.00000",""
"Myanmar","11","Stocks","2007","Head","12633922.00000",""
"Namibia","11","Stocks","2007","Head","2500000.00000","F "
"Nepal","11","Stocks","2007","Head","7044279.00000",""
"Net Food Importing Developing Countries +","11","Stocks","2007","Head","337065072.00000","A "
"Netherlands","11","Stocks","2007","Head","3730000.00000",""
"Netherlands Antilles","11","Stocks","2007","Head","650.00000","F "
"New Caledonia","11","Stocks","2007","Head","115000.00000","F "
"New Zealand","11","Stocks","2007","Head","9654467.00000",""
"Nicaragua","11","Stocks","2007","Head","3600000.00000","F "
"Niger","11","Stocks","2007","Head","8242830.00000",""
"Nigeria","11","Stocks","2007","Head","16152700.00000",""
"Niue","11","Stocks","2007","Head","115.00000","F "
"Norfolk Island","11","Stocks","2007","Head","0.00000","NR"
"Northern Africa +","11","Stocks","2007","Head","51233127.00000","A "
"Northern America +","11","Stocks","2007","Head","111158649.00000","A "
"Northern Europe +","11","Stocks","2007","Head","23499612.00000","A "
"Norway","11","Stocks","2007","Head","905515.00000",""
"Occupied Palestinian Territory","11","Stocks","2007","Head","34255.00000",""
"Oceania +","11","Stocks","2007","Head","38451467.00000","A "
"Oman","11","Stocks","2007","Head","313580.00000",""
"Pakistan","11","Stocks","2007","Head","30673000.00000",""
"Panama","11","Stocks","2007","Head","1526200.00000",""
"Papua New Guinea","11","Stocks","2007","Head","94000.00000","F "
"Paraguay","11","Stocks","2007","Head","10000000.00000","F "
"Peru","11","Stocks","2007","Head","5420860.00000",""
"Philippines","11","Stocks","2007","Head","2565850.00000",""
"Poland","11","Stocks","2007","Head","5696200.00000",""
"Polynesia +","11","Stocks","2007","Head","52660.00000","A "
"Portugal","11","Stocks","2007","Head","1407270.00000",""
"Puerto Rico","11","Stocks","2007","Head","380000.00000","F "
"Qatar","11","Stocks","2007","Head","8000.00000","F "
"Réunion","11","Stocks","2007","Head","35045.00000",""
"Romania","11","Stocks","2007","Head","2934000.00000",""
"Russian Federation","11","Stocks","2007","Head","21514900.00000",""
"Rwanda","11","Stocks","2007","Head","950000.00000","F "
"Saint Helena","11","Stocks","2007","Head","690.00000","F "
"Saint Kitts and Nevis","11","Stocks","2007","Head","6500.00000",""
"Saint Lucia","11","Stocks","2007","Head","12500.00000","F "
"Saint Pierre and Miquelon","11","Stocks","2007","Head","34.00000",""
"Saint Vincent and Grenadines","11","Stocks","2007","Head","5100.00000","F "
"Samoa","11","Stocks","2007","Head","29000.00000","F "
"Sao Tome and Principe","11","Stocks","2007","Head","4800.00000","F "
"Saudi Arabia","11","Stocks","2007","Head","372000.00000","F "
"Senegal","11","Stocks","2007","Head","3180900.00000","F "
"Serbia","11","Stocks","2007","Head","1087077.00000",""
"Seychelles","11","Stocks","2007","Head","1420.00000","F "
"Sierra Leone","11","Stocks","2007","Head","350000.00000","F "
"Singapore","11","Stocks","2007","Head","200.00000","F "
"Slovakia","11","Stocks","2007","Head","507820.00000",""
"Slovenia","11","Stocks","2007","Head","451293.00000",""
"Small Island Developing States +","11","Stocks","2007","Head","10330896.00000","A "
"Solomon Islands","11","Stocks","2007","Head","13600.00000","F "
"Somalia","11","Stocks","2007","Head","5350000.00000","F "
"South Africa","11","Stocks","2007","Head","13911358.00000",""
"South America +","11","Stocks","2007","Head","338282474.00000","A "
"South-Eastern Asia +","11","Stocks","2007","Head","45614388.00000","A "
"Southern Africa +","11","Stocks","2007","Head","20091358.00000","A "
"Southern Asia +","11","Stocks","2007","Head","253168769.00000","A "
"Southern Europe +","11","Stocks","2007","Head","18192336.00000","A "
"Spain","11","Stocks","2007","Head","6584980.00000",""
"Sri Lanka","11","Stocks","2007","Head","1206490.00000",""
"Sudan","11","Stocks","2007","Head","41404000.00000",""
"Suriname","11","Stocks","2007","Head","137000.00000","F "
"Swaziland","11","Stocks","2007","Head","585000.00000","F "
"Sweden","11","Stocks","2007","Head","1559725.00000",""
"Switzerland","11","Stocks","2007","Head","1566900.00000",""
"Syrian Arab Republic","11","Stocks","2007","Head","1168330.00000",""
"Tajikistan","11","Stocks","2007","Head","1422614.00000",""
"Tanzania, United Republic of","11","Stocks","2007","Head","18000000.00000","F "
"Thailand","11","Stocks","2007","Head","6480876.00000",""
"The former Yugoslav Republic of Macedonia","11","Stocks","2007","Head","253766.00000",""
"Timor-Leste","11","Stocks","2007","Head","171000.00000","F "
"Togo","11","Stocks","2007","Head","355000.00000",""
"Tonga","11","Stocks","2007","Head","11250.00000","F "
"Trinidad and Tobago","11","Stocks","2007","Head","30000.00000","F "
"Tunisia","11","Stocks","2007","Head","710130.00000",""
"Turkey","11","Stocks","2007","Head","10871364.00000",""
"Turkmenistan","11","Stocks","2007","Head","1948000.00000",""
"Uganda","11","Stocks","2007","Head","7182293.00000",""
"Ukraine","11","Stocks","2007","Head","6175400.00000",""
"United Arab Emirates","11","Stocks","2007","Head","125000.00000","F "
"United Kingdom","11","Stocks","2007","Head","10304000.00000",""
"United States of America","11","Stocks","2007","Head","97003000.00000",""
"Uruguay","11","Stocks","2007","Head","12368000.00000",""
"US Virgin Islands","11","Stocks","2007","Head","8100.00000","F "
"Uzbekistan","11","Stocks","2007","Head","7042500.00000",""
"Vanuatu","11","Stocks","2007","Head","156000.00000","F "
"Venezuela, Bolivarian Republic of","11","Stocks","2007","Head","16777782.00000",""
"Viet Nam","11","Stocks","2007","Head","6724700.00000",""
"Wallis and Futuna Islands","11","Stocks","2007","Head","60.00000","F "
"Western Africa +","11","Stocks","2007","Head","56366588.00000","A "
"Western Asia +","11","Stocks","2007","Head","20332529.00000","A "
"Western Europe +","11","Stocks","2007","Head","42192783.00000","A "
"Western Sahara","11","Stocks","2007","Head","0.00000","NR"
"World +","11","Stocks","2007","Head","1357183587.00000","A "
"Yemen","11","Stocks","2007","Head","1480000.00000","F "
"Zambia","11","Stocks","2007","Head","2850000.00000","F "
"Zimbabwe","11","Stocks","2007","Head","5400000.00000","F "

"fnSeqID","Footnote"
"* ","Unofficial figure"
"A ","May include official, semi-official or estimated data"
"F ","FAO Estimate"
"NR","Not reported by country"
